PLL_OUTPUT MHz, HSE, PLLM, PLLN, PLLP, DMA_BEATS, actual color clock MHz, error
164.00, 16000000, 6, 123, 2, 11, 3.727273, 0.041270
164.00, 16000000, 8, 164, 2, 11, 3.727273, 0.041270
164.00, 16000000, 10, 205, 2, 11, 3.727273, 0.041270
178.91, 16000000, 11, 246, 2, 12, 3.727273, 0.041270
208.73, 16000000, 11, 287, 2, 14, 3.727273, 0.041270
164.00, 16000000, 12, 246, 2, 11, 3.727273, 0.041270
164.00, 16000000, 14, 287, 2, 11, 3.727273, 0.041270
164.00, 16000000, 16, 328, 2, 11, 3.727273, 0.041270
164.00, 16000000, 18, 369, 2, 11, 3.727273, 0.041270
164.00, 16000000, 20, 410, 2, 11, 3.727273, 0.041270
149.09, 16000000, 11, 205, 2, 10, 3.727273, 0.041270
238.55, 16000000, 11, 328, 2, 16, 3.727273, 0.041270
149.09, 16000000, 22, 410, 2, 10, 3.727273, 0.041270
193.85, 16000000, 13, 315, 2, 13, 3.727811, 0.041420
178.95, 16000000, 19, 425, 2, 12, 3.728070, 0.041493
193.88, 16000000, 17, 412, 2, 13, 3.728507, 0.041615
208.80, 16000000, 10, 261, 2, 14, 3.728571, 0.041633
149.14, 16000000, 14, 261, 2, 10, 3.728571, 0.041633
238.67, 16000000, 6, 179, 2, 16, 3.729167, 0.041799
179.00, 16000000, 8, 179, 2, 12, 3.729167, 0.041799
238.67, 16000000, 12, 358, 2, 16, 3.729167, 0.041799
179.00, 16000000, 16, 358, 2, 12, 3.729167, 0.041799
149.18, 16000000, 17, 317, 2, 10, 3.729412, 0.041868
149.20, 16000000, 20, 373, 2, 10, 3.730000, 0.042032
208.89, 16000000, 9, 235, 2, 14, 3.730159, 0.042076
149.22, 16000000, 23, 429, 2, 10, 3.730435, 0.042153
179.08, 16000000, 13, 291, 2, 12, 3.730769, 0.042247
238.77, 16000000, 13, 388, 2, 16, 3.730769, 0.042247
194.00, 16000000, 4, 97, 2, 13, 3.730769, 0.042247
194.00, 16000000, 8, 194, 2, 13, 3.730769, 0.042247
194.00, 16000000, 12, 291, 2, 13, 3.730769, 0.042247
194.00, 16000000, 16, 388, 2, 13, 3.730769, 0.042247
179.11, 16000000, 18, 403, 2, 12, 3.731481, 0.042446
164.19, 16000000, 21, 431, 2, 11, 3.731602, 0.042479
164.21, 16000000, 19, 390, 2, 11, 3.732057, 0.042607
238.86, 16000000, 7, 209, 2, 16, 3.732143, 0.042631
209.00, 16000000, 8, 209, 2, 14, 3.732143, 0.042631
238.86, 16000000, 14, 418, 2, 16, 3.732143, 0.042631
209.00, 16000000, 16, 418, 2, 14, 3.732143, 0.042631
164.24, 16000000, 17, 349, 2, 11, 3.732620, 0.042764
149.33, 16000000, 3, 56, 2, 10, 3.733333, 0.042963
149.33, 16000000, 6, 112, 2, 10, 3.733333, 0.042963
149.33, 16000000, 12, 224, 2, 10, 3.733333, 0.042963
224.00, 16000000, 2, 56, 2, 15, 3.733333, 0.042963
224.00, 16000000, 3, 84, 2, 15, 3.733333, 0.042963
224.00, 16000000, 4, 112, 2, 15, 3.733333, 0.042963
179.20, 16000000, 5, 112, 2, 12, 3.733333, 0.042963
224.00, 16000000, 5, 140, 2, 15, 3.733333, 0.042963
224.00, 16000000, 6, 168, 2, 15, 3.733333, 0.042963
224.00, 16000000, 8, 224, 2, 15, 3.733333, 0.042963
149.33, 16000000, 9, 168, 2, 10, 3.733333, 0.042963
224.00, 16000000, 9, 252, 2, 15, 3.733333, 0.042963
179.20, 16000000, 10, 224, 2, 12, 3.733333, 0.042963
224.00, 16000000, 10, 280, 2, 15, 3.733333, 0.042963
224.00, 16000000, 11, 308, 2, 15, 3.733333, 0.042963
224.00, 16000000, 12, 336, 2, 15, 3.733333, 0.042963
224.00, 16000000, 13, 364, 2, 15, 3.733333, 0.042963
149.33, 16000000, 15, 280, 2, 10, 3.733333, 0.042963
179.20, 16000000, 15, 336, 2, 12, 3.733333, 0.042963
194.13, 16000000, 15, 364, 2, 13, 3.733333, 0.042963
209.07, 16000000, 15, 392, 2, 14, 3.733333, 0.042963
149.33, 16000000, 18, 336, 2, 10, 3.733333, 0.042963
149.33, 16000000, 21, 392, 2, 10, 3.733333, 0.042963
224.00, 16000000, 7, 196, 2, 15, 3.733333, 0.042963
224.00, 16000000, 14, 392, 2, 15, 3.733333, 0.042963
164.27, 16000000, 15, 308, 2, 11, 3.733333, 0.042963
224.00, 16000000, 15, 420, 2, 15, 3.733333, 0.042963
194.18, 16000000, 11, 267, 2, 13, 3.734266, 0.043224
164.31, 16000000, 13, 267, 2, 11, 3.734266, 0.043224
239.00, 16000000, 8, 239, 2, 16, 3.734375, 0.043254
209.14, 16000000, 7, 183, 2, 14, 3.734694, 0.043343
209.14, 16000000, 14, 366, 2, 14, 3.734694, 0.043343
179.29, 16000000, 17, 381, 2, 12, 3.735294, 0.043511
164.36, 16000000, 11, 226, 2, 11, 3.735537, 0.043579
179.33, 16000000, 12, 269, 2, 12, 3.736111, 0.043739
239.11, 16000000, 9, 269, 2, 16, 3.736111, 0.043739
209.23, 16000000, 13, 340, 2, 14, 3.736264, 0.043782
194.29, 16000000, 7, 170, 2, 13, 3.736264, 0.043782
194.29, 16000000, 14, 340, 2, 13, 3.736264, 0.043782
164.40, 16000000, 20, 411, 2, 11, 3.736364, 0.043810
149.45, 16000000, 22, 411, 2, 10, 3.736364, 0.043810
149.47, 16000000, 19, 355, 2, 10, 3.736842, 0.043943
179.37, 16000000, 19, 426, 2, 12, 3.736842, 0.043943
164.44, 16000000, 9, 185, 2, 11, 3.737374, 0.044092
164.44, 16000000, 18, 370, 2, 11, 3.737374, 0.044092
239.20, 16000000, 10, 299, 2, 16, 3.737500, 0.044127
149.50, 16000000, 16, 299, 2, 10, 3.737500, 0.044127
194.35, 16000000, 17, 413, 2, 13, 3.737557, 0.044143
209.33, 16000000, 6, 157, 2, 14, 3.738095, 0.044293
209.33, 16000000, 12, 314, 2, 14, 3.738095, 0.044293
179.43, 16000000, 7, 157, 2, 12, 3.738095, 0.044293
179.43, 16000000, 14, 314, 2, 12, 3.738095, 0.044293
194.40, 16000000, 10, 243, 2, 13, 3.738462, 0.044396
149.54, 16000000, 13, 243, 2, 10, 3.738462, 0.044396
239.27, 16000000, 11, 329, 2, 16, 3.738636, 0.044445
164.50, 16000000, 16, 329, 2, 11, 3.738636, 0.044445
149.57, 16000000, 23, 430, 2, 10, 3.739130, 0.044583
239.33, 16000000, 12, 359, 2, 16, 3.739583, 0.044709
179.50, 16000000, 16, 359, 2, 12, 3.739583, 0.044709
194.46, 16000000, 13, 316, 2, 13, 3.739645, 0.044726
149.60, 16000000, 10, 187, 2, 10, 3.740000, 0.044826
149.60, 16000000, 20, 374, 2, 10, 3.740000, 0.044826
209.45, 16000000, 11, 288, 2, 14, 3.740260, 0.044898
164.57, 16000000, 7, 144, 2, 11, 3.740260, 0.044898
164.57, 16000000, 14, 288, 2, 11, 3.740260, 0.044898
239.38, 16000000, 13, 389, 2, 16, 3.740385, 0.044933
194.50, 16000000, 16, 389, 2, 13, 3.740385, 0.044933
179.56, 16000000, 9, 202, 2, 12, 3.740741, 0.045032
179.56, 16000000, 18, 404, 2, 12, 3.740741, 0.045032
209.50, 16000000, 16, 419, 2, 14, 3.741071, 0.045125
239.43, 16000000, 14, 419, 2, 16, 3.741071, 0.045125
149.65, 16000000, 17, 318, 2, 10, 3.741176, 0.045154
164.63, 16000000, 19, 391, 2, 11, 3.741627, 0.045280
224.53, 16000000, 15, 421, 2, 15, 3.742222, 0.045446
164.67, 16000000, 12, 247, 2, 11, 3.742424, 0.045503
179.64, 16000000, 11, 247, 2, 12, 3.742424, 0.045503
209.60, 16000000, 5, 131, 2, 14, 3.742857, 0.045624
209.60, 16000000, 10, 262, 2, 14, 3.742857, 0.045624
149.71, 16000000, 21, 393, 2, 10, 3.742857, 0.045624
149.71, 16000000, 7, 131, 2, 10, 3.742857, 0.045624
149.71, 16000000, 14, 262, 2, 10, 3.742857, 0.045624
224.57, 16000000, 14, 393, 2, 15, 3.742857, 0.045624
209.60, 16000000, 15, 393, 2, 14, 3.742857, 0.045624
164.71, 16000000, 17, 350, 2, 11, 3.743316, 0.045752
194.67, 16000000, 3, 73, 2, 13, 3.743590, 0.045828
194.67, 16000000, 6, 146, 2, 13, 3.743590, 0.045828
194.67, 16000000, 9, 219, 2, 13, 3.743590, 0.045828
194.67, 16000000, 12, 292, 2, 13, 3.743590, 0.045828
179.69, 16000000, 13, 292, 2, 12, 3.743590, 0.045828
224.62, 16000000, 13, 365, 2, 15, 3.743590, 0.045828
194.67, 16000000, 15, 365, 2, 13, 3.743590, 0.045828
149.78, 16000000, 18, 337, 2, 10, 3.744444, 0.046067
224.67, 16000000, 12, 337, 2, 15, 3.744444, 0.046067
179.73, 16000000, 15, 337, 2, 12, 3.744444, 0.046067
209.71, 16000000, 14, 367, 2, 14, 3.744898, 0.046194
179.76, 16000000, 17, 382, 2, 12, 3.745098, 0.046250
164.80, 16000000, 5, 103, 2, 11, 3.745455, 0.046349
164.80, 16000000, 10, 206, 2, 11, 3.745455, 0.046349
149.82, 16000000, 11, 206, 2, 10, 3.745455, 0.046349
224.73, 16000000, 11, 309, 2, 15, 3.745455, 0.046349
164.80, 16000000, 15, 309, 2, 11, 3.745455, 0.046349
164.80, 16000000, 20, 412, 2, 11, 3.745455, 0.046349
149.82, 16000000, 22, 412, 2, 10, 3.745455, 0.046349
179.79, 16000000, 19, 427, 2, 12, 3.745614, 0.046394
209.78, 16000000, 9, 236, 2, 14, 3.746032, 0.046511
194.82, 16000000, 17, 414, 2, 13, 3.746606, 0.046671
224.80, 16000000, 10, 281, 2, 15, 3.746667, 0.046688
149.87, 16000000, 15, 281, 2, 10, 3.746667, 0.046688
209.85, 16000000, 13, 341, 2, 14, 3.747253, 0.046852
194.86, 16000000, 14, 341, 2, 13, 3.747253, 0.046852
149.89, 16000000, 19, 356, 2, 10, 3.747368, 0.046884
164.89, 16000000, 18, 371, 2, 11, 3.747475, 0.046914
149.91, 16000000, 23, 431, 2, 10, 3.747826, 0.047012
224.89, 16000000, 9, 253, 2, 15, 3.748148, 0.047102
194.91, 16000000, 11, 268, 2, 13, 3.748252, 0.047131
164.92, 16000000, 13, 268, 2, 11, 3.748252, 0.047131
150.00, 16000000, 4, 75, 2, 10, 3.750000, 0.047619
180.00, 16000000, 4, 90, 2, 12, 3.750000, 0.047619
210.00, 16000000, 4, 105, 2, 14, 3.750000, 0.047619
180.00, 16000000, 6, 135, 2, 12, 3.750000, 0.047619
150.00, 16000000, 8, 150, 2, 10, 3.750000, 0.047619
165.00, 16000000, 8, 165, 2, 11, 3.750000, 0.047619
180.00, 16000000, 8, 180, 2, 12, 3.750000, 0.047619
195.00, 16000000, 8, 195, 2, 13, 3.750000, 0.047619
210.00, 16000000, 8, 210, 2, 14, 3.750000, 0.047619
225.00, 16000000, 8, 225, 2, 15, 3.750000, 0.047619
180.00, 16000000, 10, 225, 2, 12, 3.750000, 0.047619
150.00, 16000000, 12, 225, 2, 10, 3.750000, 0.047619
180.00, 16000000, 12, 270, 2, 12, 3.750000, 0.047619
210.00, 16000000, 12, 315, 2, 14, 3.750000, 0.047619
150.00, 16000000, 16, 300, 2, 10, 3.750000, 0.047619
165.00, 16000000, 16, 330, 2, 11, 3.750000, 0.047619
180.00, 16000000, 16, 360, 2, 12, 3.750000, 0.047619, NO
195.00, 16000000, 16, 390, 2, 13, 3.750000, 0.047619
210.00, 16000000, 16, 420, 2, 14, 3.750000, 0.047619
180.00, 16000000, 18, 405, 2, 12, 3.750000, 0.047619
150.00, 16000000, 20, 375, 2, 10, 3.750000, 0.047619
180.00, 16000000, 14, 315, 2, 12, 3.750000, 0.047619
225.07, 16000000, 15, 422, 2, 15, 3.751111, 0.047930
165.05, 16000000, 19, 392, 2, 11, 3.751196, 0.047953
195.08, 16000000, 13, 317, 2, 13, 3.751479, 0.048032
165.09, 16000000, 11, 227, 2, 11, 3.752066, 0.048196
210.13, 16000000, 15, 394, 2, 14, 3.752381, 0.048284
150.10, 16000000, 21, 394, 2, 10, 3.752381, 0.048284
225.14, 16000000, 7, 197, 2, 15, 3.752381, 0.048284
225.14, 16000000, 14, 394, 2, 15, 3.752381, 0.048284
150.12, 16000000, 17, 319, 2, 10, 3.752941, 0.048441
210.18, 16000000, 11, 289, 2, 14, 3.753247, 0.048526
165.14, 16000000, 14, 289, 2, 11, 3.753247, 0.048526
150.15, 16000000, 13, 244, 2, 10, 3.753846, 0.048694
225.23, 16000000, 13, 366, 2, 15, 3.753846, 0.048694
195.20, 16000000, 5, 122, 2, 13, 3.753846, 0.048694
195.20, 16000000, 10, 244, 2, 13, 3.753846, 0.048694
195.20, 16000000, 15, 366, 2, 13, 3.753846, 0.048694
165.18, 16000000, 17, 351, 2, 11, 3.754011, 0.048740
180.21, 16000000, 19, 428, 2, 12, 3.754386, 0.048844
165.20, 16000000, 20, 413, 2, 11, 3.754545, 0.048889
150.18, 16000000, 22, 413, 2, 10, 3.754545, 0.048889
180.24, 16000000, 17, 383, 2, 12, 3.754902, 0.048989
210.29, 16000000, 7, 184, 2, 14, 3.755102, 0.049045
210.29, 16000000, 14, 368, 2, 14, 3.755102, 0.049045
225.33, 16000000, 6, 169, 2, 15, 3.755556, 0.049171
150.22, 16000000, 9, 169, 2, 10, 3.755556, 0.049171
225.33, 16000000, 12, 338, 2, 15, 3.755556, 0.049171
150.22, 16000000, 18, 338, 2, 10, 3.755556, 0.049171
180.27, 16000000, 15, 338, 2, 12, 3.755556, 0.049171
195.29, 16000000, 17, 415, 2, 13, 3.755656, 0.049199
195.33, 16000000, 12, 293, 2, 13, 3.756410, 0.049410
180.31, 16000000, 13, 293, 2, 12, 3.756410, 0.049410
210.40, 16000000, 10, 263, 2, 14, 3.757143, 0.049615
150.29, 16000000, 14, 263, 2, 10, 3.757143, 0.049615
165.33, 16000000, 3, 62, 2, 11, 3.757576, 0.049736
165.33, 16000000, 6, 124, 2, 11, 3.757576, 0.049736
165.33, 16000000, 12, 248, 2, 11, 3.757576, 0.049736
165.33, 16000000, 9, 186, 2, 11, 3.757576, 0.049736
180.36, 16000000, 11, 248, 2, 12, 3.757576, 0.049736
225.45, 16000000, 11, 310, 2, 15, 3.757576, 0.049736
165.33, 16000000, 15, 310, 2, 11, 3.757576, 0.049736
165.33, 16000000, 18, 372, 2, 11, 3.757576, 0.049736
150.32, 16000000, 19, 357, 2, 10, 3.757895, 0.049825
195.43, 16000000, 7, 171, 2, 13, 3.758242, 0.049922
210.46, 16000000, 13, 342, 2, 14, 3.758242, 0.049922
195.43, 16000000, 14, 342, 2, 13, 3.758242, 0.049922
210.50, 16000000, 16, 421, 2, 14, 3.758929, 0.050114
180.44, 16000000, 9, 203, 2, 12, 3.759259, 0.050206
180.44, 16000000, 18, 406, 2, 12, 3.759259, 0.050206
195.50, 16000000, 16, 391, 2, 13, 3.759615, 0.050305
150.40, 16000000, 5, 94, 2, 10, 3.760000, 0.050413
225.60, 16000000, 5, 141, 2, 15, 3.760000, 0.050413
150.40, 16000000, 10, 188, 2, 10, 3.760000, 0.050413
225.60, 16000000, 10, 282, 2, 15, 3.760000, 0.050413
150.40, 16000000, 15, 282, 2, 10, 3.760000, 0.050413
150.40, 16000000, 20, 376, 2, 10, 3.760000, 0.050413
225.60, 16000000, 15, 423, 2, 15, 3.760000, 0.050413
180.50, 16000000, 16, 361, 2, 12, 3.760417, 0.050529
195.56, 16000000, 9, 220, 2, 13, 3.760684, 0.050604
165.47, 16000000, 19, 393, 2, 11, 3.760766, 0.050627
165.50, 16000000, 16, 331, 2, 11, 3.761364, 0.050794
210.67, 16000000, 3, 79, 2, 14, 3.761905, 0.050945
210.67, 16000000, 6, 158, 2, 14, 3.761905, 0.050945
210.67, 16000000, 9, 237, 2, 14, 3.761905, 0.050945
210.67, 16000000, 12, 316, 2, 14, 3.761905, 0.050945
225.71, 16000000, 14, 395, 2, 15, 3.761905, 0.050945
210.67, 16000000, 15, 395, 2, 14, 3.761905, 0.050945
150.48, 16000000, 21, 395, 2, 10, 3.761905, 0.050945
180.57, 16000000, 7, 158, 2, 12, 3.761905, 0.050945
180.57, 16000000, 14, 316, 2, 12, 3.761905, 0.050945
165.54, 16000000, 13, 269, 2, 11, 3.762238, 0.051038
195.64, 16000000, 11, 269, 2, 13, 3.762238, 0.051038
150.50, 16000000, 16, 301, 2, 10, 3.762500, 0.051111
225.78, 16000000, 9, 254, 2, 15, 3.762963, 0.051241
180.63, 16000000, 19, 429, 2, 12, 3.763158, 0.051295
195.69, 16000000, 13, 318, 2, 13, 3.763314, 0.051339
165.60, 16000000, 10, 207, 2, 11, 3.763636, 0.051429
165.60, 16000000, 20, 414, 2, 11, 3.763636, 0.051429
150.55, 16000000, 11, 207, 2, 10, 3.763636, 0.051429
150.55, 16000000, 22, 414, 2, 10, 3.763636, 0.051429
180.67, 16000000, 12, 271, 2, 12, 3.763889, 0.051499
225.85, 16000000, 13, 367, 2, 15, 3.764103, 0.051559
195.73, 16000000, 15, 367, 2, 13, 3.764103, 0.051559
165.65, 16000000, 17, 352, 2, 11, 3.764706, 0.051727
180.71, 16000000, 17, 384, 2, 12, 3.764706, 0.051727
195.76, 16000000, 17, 416, 2, 13, 3.764706, 0.051727
150.59, 16000000, 17, 320, 2, 10, 3.764706, 0.051727
210.86, 16000000, 14, 369, 2, 14, 3.765306, 0.051895
210.91, 16000000, 11, 290, 2, 14, 3.766234, 0.052154
165.71, 16000000, 7, 145, 2, 11, 3.766234, 0.052154
165.71, 16000000, 14, 290, 2, 11, 3.766234, 0.052154
226.00, 16000000, 4, 113, 2, 15, 3.766667, 0.052275
180.80, 16000000, 5, 113, 2, 12, 3.766667, 0.052275
150.67, 16000000, 6, 113, 2, 10, 3.766667, 0.052275
226.00, 16000000, 8, 226, 2, 15, 3.766667, 0.052275
180.80, 16000000, 10, 226, 2, 12, 3.766667, 0.052275
150.67, 16000000, 12, 226, 2, 10, 3.766667, 0.052275
226.00, 16000000, 12, 339, 2, 15, 3.766667, 0.052275
180.80, 16000000, 15, 339, 2, 12, 3.766667, 0.052275
150.67, 16000000, 18, 339, 2, 10, 3.766667, 0.052275
165.78, 16000000, 18, 373, 2, 11, 3.767677, 0.052557
211.00, 16000000, 8, 211, 2, 14, 3.767857, 0.052608
211.00, 16000000, 16, 422, 2, 14, 3.767857, 0.052608
150.74, 16000000, 19, 358, 2, 10, 3.768421, 0.052765
180.89, 16000000, 18, 407, 2, 12, 3.768519, 0.052793
165.82, 16000000, 11, 228, 2, 11, 3.768595, 0.052814
226.13, 16000000, 15, 424, 2, 15, 3.768889, 0.052896
196.00, 16000000, 4, 98, 2, 13, 3.769231, 0.052992
196.00, 16000000, 6, 147, 2, 13, 3.769231, 0.052992
196.00, 16000000, 8, 196, 2, 13, 3.769231, 0.052992
196.00, 16000000, 10, 245, 2, 13, 3.769231, 0.052992
196.00, 16000000, 12, 294, 2, 13, 3.769231, 0.052992
150.77, 16000000, 13, 245, 2, 10, 3.769231, 0.052992
211.08, 16000000, 13, 343, 2, 14, 3.769231, 0.052992
196.00, 16000000, 16, 392, 2, 13, 3.769231, 0.052992
180.92, 16000000, 13, 294, 2, 12, 3.769231, 0.052992
196.00, 16000000, 14, 343, 2, 13, 3.769231, 0.052992
226.18, 16000000, 11, 311, 2, 15, 3.769697, 0.053122
165.87, 16000000, 15, 311, 2, 11, 3.769697, 0.053122
150.80, 16000000, 20, 377, 2, 10, 3.770000, 0.053206
165.89, 16000000, 19, 394, 2, 11, 3.770335, 0.053300
181.00, 16000000, 8, 181, 2, 12, 3.770833, 0.053439
181.00, 16000000, 16, 362, 2, 12, 3.770833, 0.053439
211.20, 16000000, 5, 132, 2, 14, 3.771429, 0.053606
211.20, 16000000, 10, 264, 2, 14, 3.771429, 0.053606
150.86, 16000000, 7, 132, 2, 10, 3.771429, 0.053606
226.29, 16000000, 7, 198, 2, 15, 3.771429, 0.053606
150.86, 16000000, 14, 264, 2, 10, 3.771429, 0.053606
226.29, 16000000, 14, 396, 2, 15, 3.771429, 0.053606
211.20, 16000000, 15, 396, 2, 14, 3.771429, 0.053606
150.86, 16000000, 21, 396, 2, 10, 3.771429, 0.053606
181.05, 16000000, 19, 430, 2, 12, 3.771930, 0.053746
150.91, 16000000, 22, 415, 2, 10, 3.772727, 0.053968
166.00, 16000000, 4, 83, 2, 11, 3.772727, 0.053968
166.00, 16000000, 8, 166, 2, 11, 3.772727, 0.053968
181.09, 16000000, 11, 249, 2, 12, 3.772727, 0.053968
166.00, 16000000, 12, 249, 2, 11, 3.772727, 0.053968
166.00, 16000000, 16, 332, 2, 11, 3.772727, 0.053968
166.00, 16000000, 20, 415, 2, 11, 3.772727, 0.053968
226.40, 16000000, 10, 283, 2, 15, 3.773333, 0.054138
150.93, 16000000, 15, 283, 2, 10, 3.773333, 0.054138
196.24, 16000000, 17, 417, 2, 13, 3.773756, 0.054256
211.33, 16000000, 12, 317, 2, 14, 3.773810, 0.054271
181.14, 16000000, 14, 317, 2, 12, 3.773810, 0.054271
226.46, 16000000, 13, 368, 2, 15, 3.774359, 0.054424
196.27, 16000000, 15, 368, 2, 13, 3.774359, 0.054424
181.18, 16000000, 17, 385, 2, 12, 3.774510, 0.054466
151.00, 16000000, 8, 151, 2, 10, 3.775000, 0.054603
151.00, 16000000, 16, 302, 2, 10, 3.775000, 0.054603
196.31, 16000000, 13, 319, 2, 13, 3.775148, 0.054645
166.12, 16000000, 17, 353, 2, 11, 3.775401, 0.054715
211.43, 16000000, 7, 185, 2, 14, 3.775510, 0.054746
211.43, 16000000, 14, 370, 2, 14, 3.775510, 0.054746
166.15, 16000000, 13, 270, 2, 11, 3.776224, 0.054945
196.36, 16000000, 11, 270, 2, 13, 3.776224, 0.054945
151.06, 16000000, 17, 321, 2, 10, 3.776471, 0.055014
211.50, 16000000, 16, 423, 2, 14, 3.776786, 0.055102
181.33, 16000000, 3, 68, 2, 12, 3.777778, 0.055379
226.67, 16000000, 3, 85, 2, 15, 3.777778, 0.055379
181.33, 16000000, 6, 136, 2, 12, 3.777778, 0.055379
226.67, 16000000, 6, 170, 2, 15, 3.777778, 0.055379
151.11, 16000000, 9, 170, 2, 10, 3.777778, 0.055379
166.22, 16000000, 9, 187, 2, 11, 3.777778, 0.055379
211.56, 16000000, 9, 238, 2, 14, 3.777778, 0.055379
226.67, 16000000, 9, 255, 2, 15, 3.777778, 0.055379
181.33, 16000000, 12, 272, 2, 12, 3.777778, 0.055379
226.67, 16000000, 12, 340, 2, 15, 3.777778, 0.055379
151.11, 16000000, 18, 340, 2, 10, 3.777778, 0.055379
166.22, 16000000, 18, 374, 2, 11, 3.777778, 0.055379
181.33, 16000000, 9, 204, 2, 12, 3.777778, 0.055379
196.44, 16000000, 9, 221, 2, 13, 3.777778, 0.055379
181.33, 16000000, 15, 340, 2, 12, 3.777778, 0.055379
226.67, 16000000, 15, 425, 2, 15, 3.777778, 0.055379
181.33, 16000000, 18, 408, 2, 12, 3.777778, 0.055379
196.50, 16000000, 16, 393, 2, 13, 3.778846, 0.055678
151.16, 16000000, 19, 359, 2, 10, 3.778947, 0.055706
211.64, 16000000, 11, 291, 2, 14, 3.779221, 0.055782
166.29, 16000000, 14, 291, 2, 11, 3.779221, 0.055782
166.32, 16000000, 19, 395, 2, 11, 3.779904, 0.055973
151.20, 16000000, 10, 189, 2, 10, 3.780000, 0.056000
151.20, 16000000, 20, 378, 2, 10, 3.780000, 0.056000
211.69, 16000000, 13, 344, 2, 14, 3.780220, 0.056062
196.57, 16000000, 7, 172, 2, 13, 3.780220, 0.056062
196.57, 16000000, 14, 344, 2, 13, 3.780220, 0.056062
181.47, 16000000, 19, 431, 2, 12, 3.780702, 0.056196
151.24, 16000000, 21, 397, 2, 10, 3.780952, 0.056266
226.86, 16000000, 14, 397, 2, 15, 3.780952, 0.056266
211.73, 16000000, 15, 397, 2, 14, 3.780952, 0.056266
181.50, 16000000, 16, 363, 2, 12, 3.781250, 0.056349
166.40, 16000000, 5, 104, 2, 11, 3.781818, 0.056508
166.40, 16000000, 10, 208, 2, 11, 3.781818, 0.056508
226.91, 16000000, 11, 312, 2, 15, 3.781818, 0.056508
166.40, 16000000, 15, 312, 2, 11, 3.781818, 0.056508
166.40, 16000000, 20, 416, 2, 11, 3.781818, 0.056508
151.27, 16000000, 11, 208, 2, 10, 3.781818, 0.056508
151.27, 16000000, 22, 416, 2, 10, 3.781818, 0.056508
196.67, 16000000, 12, 295, 2, 13, 3.782051, 0.056573
181.54, 16000000, 13, 295, 2, 12, 3.782051, 0.056573
196.71, 16000000, 17, 418, 2, 13, 3.782805, 0.056784
151.33, 16000000, 12, 227, 2, 10, 3.783333, 0.056931
227.00, 16000000, 8, 227, 2, 15, 3.783333, 0.056931
181.60, 16000000, 10, 227, 2, 12, 3.783333, 0.056931
166.50, 16000000, 16, 333, 2, 11, 3.784091, 0.057143
181.65, 16000000, 17, 386, 2, 12, 3.784314, 0.057205
196.80, 16000000, 5, 123, 2, 13, 3.784615, 0.057290
196.80, 16000000, 10, 246, 2, 13, 3.784615, 0.057290
227.08, 16000000, 13, 369, 2, 15, 3.784615, 0.057290
196.80, 16000000, 15, 369, 2, 13, 3.784615, 0.057290
151.38, 16000000, 13, 246, 2, 10, 3.784615, 0.057290
166.55, 16000000, 11, 229, 2, 11, 3.785124, 0.057432
212.00, 16000000, 2, 53, 2, 14, 3.785714, 0.057597
212.00, 16000000, 4, 106, 2, 14, 3.785714, 0.057597
212.00, 16000000, 6, 159, 2, 14, 3.785714, 0.057597
181.71, 16000000, 7, 159, 2, 12, 3.785714, 0.057597
212.00, 16000000, 8, 212, 2, 14, 3.785714, 0.057597
212.00, 16000000, 10, 265, 2, 14, 3.785714, 0.057597
212.00, 16000000, 12, 318, 2, 14, 3.785714, 0.057597
151.43, 16000000, 14, 265, 2, 10, 3.785714, 0.057597
181.71, 16000000, 14, 318, 2, 12, 3.785714, 0.057597
212.00, 16000000, 16, 424, 2, 14, 3.785714, 0.057597
212.00, 16000000, 14, 371, 2, 14, 3.785714, 0.057597
166.59, 16000000, 17, 354, 2, 11, 3.786096, 0.057703
227.20, 16000000, 5, 142, 2, 15, 3.786667, 0.057863
227.20, 16000000, 10, 284, 2, 15, 3.786667, 0.057863
151.47, 16000000, 15, 284, 2, 10, 3.786667, 0.057863
227.20, 16000000, 15, 426, 2, 15, 3.786667, 0.057863
196.92, 16000000, 13, 320, 2, 13, 3.786982, 0.057951
181.78, 16000000, 18, 409, 2, 12, 3.787037, 0.057966
151.50, 16000000, 16, 303, 2, 10, 3.787500, 0.058095
166.67, 16000000, 6, 125, 2, 11, 3.787879, 0.058201
181.82, 16000000, 11, 250, 2, 12, 3.787879, 0.058201
166.67, 16000000, 12, 250, 2, 11, 3.787879, 0.058201
166.67, 16000000, 18, 375, 2, 11, 3.787879, 0.058201
151.53, 16000000, 17, 322, 2, 10, 3.788235, 0.058301
197.00, 16000000, 8, 197, 2, 13, 3.788462, 0.058364
197.00, 16000000, 16, 394, 2, 13, 3.788462, 0.058364
227.33, 16000000, 12, 341, 2, 15, 3.788889, 0.058483
151.56, 16000000, 18, 341, 2, 10, 3.788889, 0.058483
181.87, 16000000, 15, 341, 2, 12, 3.788889, 0.058483
166.74, 16000000, 19, 396, 2, 11, 3.789474, 0.058647
151.58, 16000000, 19, 360, 2, 10, 3.789474, 0.058647
151.60, 16000000, 20, 379, 2, 10, 3.790000, 0.058794
166.77, 16000000, 13, 271, 2, 11, 3.790210, 0.058852
197.09, 16000000, 11, 271, 2, 13, 3.790210, 0.058852
151.62, 16000000, 21, 398, 2, 10, 3.790476, 0.058927
